title,ref,abstract,tmp,type,date,country,checked
Predicting Quality of Overnight Glycaemic Control in Type 1 Diabetes Using Binary Classifiers.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/31536025/),"
In type 1 diabetes management, maintaining nocturnal blood glucose within target range can be challenging. Although semi-automatic systems to modulate insulin pump delivery, such as low-glucose insulin suspension and the artificial pancreas, are starting to become a reality, their elevated cost and performance below user expectations is hindering their adoption. Hence, a decision support system that helps people with type 1 diabetes, on multiple daily injections or insulin pump therapy, to avoid undesirable overnight blood glucose fluctuations (hyper- or hypoglycaemic) is an attractive alternative. In this paper, we introduce a novel data-driven approach to predict the quality of overnight glycaemic control in people with type 1 diabetes by analyzing commonly gathered data during the day-time period (continuous glucose monitoring data, meal intake and insulin boluses). The proposed approach is able to predict whether overnight blood glucose concentrations are going to remain within or outside the target range, and therefore allows the user to take the appropriate preventive action (snack or change in basal insulin). For this purpose, a number of popular established machine learning algorithms for binary classification were evaluated and compared on a publicly available clinical dataset (i.e., OhioT1DM). Although there is no clearly superior classification algorithm, this study indicates that, by using commonly gathered data in type 1 diabetes management, it is possible to predict the quality of overnight glycaemic control with reasonable accuracy (AUC-ROC = 0.7).
",Double click,ObservationalStudy,2019.0,United States,Not done
Glycemic Outcomes in Adults With T1D Are Impacted More by Continuous Glucose Monitoring Than by Insulin Delivery Method: 3 Years of Follow-Up From the COMISAIR Study.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/31530663/),"
This study assessed the clinical impact of four treatment strategies in adults with type 1 diabetes (T1D): real-time continuous glucose monitoring (rtCGM) with multiple daily insulin injections (rtCGM+MDI), rtCGM with continuous subcutaneous insulin infusion (rtCGM+CSII), self-monitoring of blood glucose with MDI (SMBG+MDI), and SMBG with CSII (SMBG+CSII).
This 3-year, nonrandomized, prospective, real-world, clinical trial followed 94 participants with T1D (rtCGM+MDI, n = 22; rtCGM+CSII, n = 26; SMBG+MDI, n = 21; SMBG+CSII, n = 25). The main end points were changes in A1C, time in range (70-180 mg/dL [3.9-10 mmol/L]), time below range (<70 mg/dL [<3.9 mmol/L]), glycemic variability, and incidence of hypoglycemia.
At 3 years, the rtCGM groups (rtCGM+MDI and rtCGM+CSII) had significantly lower A1C (7.0% [53 mmol/mol], P = 0.0002, and 6.9% [52 mmol/mol], P < 0.0001, respectively), compared with the SMBG+CSII and SMBG+MDI groups (7.7% [61 mmol/mol], P = 0.3574, and 8.0% [64 mmol/mol], P = 1.000, respectively), with no significant difference between the rtCGM groups. Significant improvements in percentage of time in range were observed in the rtCGM subgroups (rtCGM+MDI, 48.7-69.0%, P < 0.0001; and rtCGM+CSII, 50.9-72.3%, P < 0.0001) and in the SMBG+CSII group (50.6-57.8%, P = 0.0114). Significant reductions in time below range were found only in the rtCGM subgroups (rtCGM+MDI, 9.4-5.5%, P = 0.0387; and rtCGM+CSII, 9.0-5.3%, P = 0.0235). Seven severe hypoglycemia episodes occurred: SMBG groups, n = 5; sensor-augmented insulin regimen groups, n = 2.
rtCGM was superior to SMBG in reducing A1C, hypoglycemia, and other end points in individuals with T1D regardless of their insulin delivery method. rtCGM+MDI can be considered an equivalent but lower-cost alternative to sensor-augmented insulin pump therapy and superior to treatment with SMBG+MDI or SMBG+CSII therapy.
© 2019 by the American Diabetes Association.
",Double click,RCT,2019.0,United States,Not done
Cost-effectiveness of the use of the continuous subcutaneous insulin infusion pump versus daily multiple injections in type 1 diabetes adult patients at the Mexican Institute of Social Security.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/31507338/),"
To estimate the incremental cost-effectiveness ratio (ICER) of the use of continuous subcutaneous insulin infusion (CSII) therapy versus multiple daily injections (MDI) therapy in adult patients with type 1 diabetes (T1D) at the Mexican Institute of Social Security (IMSS).
An analysis was developed using the internationally validated Core Diabetes Model (CDM) with which the incidence and progression of acute and chronic complications and the mortality of T1D was simulated throughout life. The baseline characteristics of the simulated cohorts were obtained from Mexican T1D adult patients aged ≥ 18 years that received care at two national IMSS medical centres in 2016. In the base case, the costs of the complications and treatment of the disease with both therapies were estimated in Mexican currency from the perspective of the institution, using Diagnosis Related Groups for outpatient and inpatient care. Utilities were taken from the international bibliography. In a secondary analysis, indirect costs were included using a human capital approach. The model used a lifetime time horizon, and a discount rate of 5% was applied for health outcomes and costs. A one-way sensitivity analysis was conducted on key variables and patient sub-groups; uncertainty was evaluated using a Cost-Effectiveness Acceptability Curve.
The average age of the cohort was 32 years, with diabetes duration of 19 years, an average HbA1c of 9.2%; 29% were men. A gain of 0.614 Quality Adjusted Life Years (QALYs) was estimated with the use of CSII therapy. The estimated ICER was MXN$478,020 per QALY in the base case, and MXN$369,593 when indirect costs were considered. The sensitivity analysis showed that, in adult patients with HbA1c > 9.0%, the ICER was MXN$262,237.
This is the first economic evaluation study that compares CSII therapy versus MDI therapy for T1D adult patients in Mexico. The insulin pump therapy can be considered cost-effective in the context of the IMSS when considering a threshold of three GDPs per capita with 43.9% probability. Results improve substantially when patients have an HbA1c above 9%.
",Double click,ObservationalStudy,2019.0,England,Not done
"Temporal Trends and Contemporary Use of Insulin Pump Therapy and Glucose Monitoring Among Children, Adolescents, and Adults With Type 1 Diabetes Between 1995 and 2017.",[Pubmed](https://pubmed.ncbi.nlm.nih.gov/31488568/),"
To investigate temporal trends and contemporary use of insulin pump therapy and glucose monitoring in type 1 diabetes.
In a population-based study, we analyzed the use of insulin pump therapy, continuous glucose monitoring (CGM), and self-monitoring of blood glucose (SMBG) from 1995 to 2017 in patients with type 1 diabetes identified from the Diabetes Prospective Follow-up (DPV) database in Germany and Austria. Patients were stratified by age, sex, migration background, and country.
Among 96,547 patients with type 1 diabetes (median age 17.9 years, 53% males), the percentage using insulin pump therapy increased from 1% in 1995 to 53% in 2017, with the highest rates in the youngest patients (92% in preschoolers, 74% in children, 56% in adolescents aged <15 years, 46% in adolescents aged ≥15 years, 37% in adults). The percentage of patients using CGM increased from 3% in 2006 to 38% in 2017, with the highest rates in the youngest patients (58%, 52%, 45%, 33%, and 15% of respective age-groups). Daily SMBG frequencies increased from 1995 to 2016 and decreased afterward, most prominently in the youngest patients. Between 2015 and 2017, pump therapy was more frequently used in female versus male adolescents and adults (all P < 0.001), while no sex differences were observed for pump use in children <10 years (all P = 1.0) and for CGM use in all age-groups (all P = 1.0).
Since 1995, insulin pump use has continuously increased, and insulin pump therapy is now standard in patients aged <15 years. CGM use sharply rose in recent years, particularly in young children.
© 2019 by the American Diabetes Association.
",Double click,ObservationalStudy,2019.0,United States,Not done
Efficacy of short-term intensive treatment with insulin pump to improve islet β-cell function in newly diagnosed type 2 diabetes via inhibition of oxidative stress.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/31452715/),"
The present study (Chinese Trial Registry GTB7027) assessed the effects of short-term intensive treatment with insulin pump on islet cell function in patients with newly diagnosed type 2 diabetes and the possible mechanism. A total of 100 patients newly diagnosed with type 2 diabetes and hospitalized between January 2016 and December 2017 were divided into a control and an experimental group (n=50 in each group). The subjects of the control group were administered multiple insulin injections for intensive treatment, while the experimental group received short-term intensive treatment with an insulin pump. Analysis of blood parameters, including lipids and glucose, as well as islet β-cell function were performed. The level of reactive oxygen species (ROS) in the peripheral blood mononuclear cells (PBMCs) from the patients was also measured. Oxidative stress indicators, including serum malondialdehyde (MDA) and superoxide dismutase (SOD), were also examined to explore the possible mechanism. The mRNA expression of heme oxygenase 1 (HO-1) and nuclear factor erythroid 2-related factor 2 (Nrf2) in PBMCs were analyzed by reverse transcription-quantitative PCR. The results indicated that the blood lipid levels were significantly improved in the two groups at two weeks, while the experimental group had significantly lower levels of total cholesterol and triglyceride, as well as low- and high-density lipoprotein cholesterol. The function of islet β-cells was significantly improved in the two groups. The insulin secretion index [homeostasis model assessment (HOMA) of β-cell function] in the experimental group was higher, while the insulin resistance (IR) index (HOMA of IR) was significantly lower than that in the control group. The serum MDA level in the experimental group was significantly lower and the SOD level was significantly higher compared with that in the control group. Following treatment, the level of ROS in diabetic PBMCs was significantly reduced, and the transcription level of HO-1 and Nrf2 were also significantly reduced (P<0.05). These results demonstrated that short-term intensive treatment with an insulin pump significantly improved lipid and blood glucose metabolism to protect islet function as well as significantly reducing the level of oxidative stress in patients with newly diagnosed type 2 diabetes.
",Double click,ObservationalStudy,2019.0,Greece,Not done
Concept and Implementation of a Novel Patch Pump for Insulin Delivery.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/31452394/),"
With the motivation to provide a small and discreet patch pump that complies with several customer needs, the recently CE-marked Accu-Chek® Solo micropump system was designed. The system consists of a tubeless insulin pump wirelessly controlled by the so-called diabetes manager. Via diabetes manager, basal rates and boluses are programmed; an integrated blood glucose meter and bolus calculator supports users in bolusing and offers several diary functions. The micropump features a quick bolus button for bolus initiation directly on the pump and is complemented by a disposable reservoir holding up to 200 U of rapid-acting insulin. The assembled pump is attached to the body via a pump holder containing soft cannula. The modular principle enables independent replacement of the single components if necessary.
",Double click,ObservationalStudy,2019.0,United States,Not done
Perceived Benefits and Barriers Regarding CSII Treatment: Development and Psychometric Evaluation of the Insulin Pump Attitudes Questionnaire (IPA-Questionnaire).,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/31426110/),"
Continuous subcutaneous insulin infusion is the most advanced and demanding form of insulin therapy. Various positive and negative expectations, attitudes and experiences can occur, influencing adherence to and efficacy of continuous subcutaneous insulin infusion therapy. A new questionnaire was developed to systematically assess perceived benefits, perceived barriers and handling of continuous subcutaneous insulin infusion therapy.
The Insulin Pump Attitude Questionnaire was tested in two samples (n=265/452) comprising pump users and non-pump users. Reliability was assessed using Cronbach's Alpha estimation. Exploratory and confirmatory factor analyses were conducted to establish the factorial structure. Correlations with other questionnaires as well as group differences between pump users and non-pump users were used to assess validity.
Exploratory factor analysis revealed 26 items comprising six subscales: ""Glycaemic Control"", ""Flexibility"", ""Impaired Body Image"", ""Technology Dependency"", ""Ease Of Use"" and ""Functionality"". Confirmatory factor analysis confirmed this factor structure. The IPA sum score correlated significantly with diabetes distress (r=-0.30), self-efficacy (r=0.22), diabetes empowerment (r=0.36), psychological well-being (r=0.16) and treatment dissatisfaction (r=-0.24), supporting criterion validity with small to medium effect sizes. Furthermore, the IPA was able to differentiate between pump users and non-pump users with higher scores for pump users regarding ""Glycaemic Control"", ""Flexibility"", ""Ease of use"" and ""Functionality"" and lower scores for pump users regarding ""Impaired Body Image"" and ""Technology Dependency"".
The Insulin Pump Attitude Questionnaire is a reliable and valid new instrument to assess attitudes towards continuous subcutaneous insulin infusion. With six scales, the Insulin Pump Attitude Questionnaire provides a comprehensive analysis of possible benefits, barriers, and handling problems of continuous subcutaneous insulin infusion therapy. In clinical practice, the Insulin Pump Attitude Questionnaire might be used to address the different attitudes in pump users but also in people considering continuous subcutaneous insulin infusion therapy.
© Georg Thieme Verlag KG Stuttgart · New York.
",Double click,ObservationalStudy,2019.0,Germany,Not done
No Disadvantage to Insulin Pump Off vs Pump On During Intermittent High-Intensity Exercise in Adults With Type 1 Diabetes.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/31416695/),"
Evidence suggests that patients with type 1 diabetes (T1D) performing aerobic exercise with their insulin pump connected (pump on) vs pump disconnected (pump off) have an increased risk of hypoglycemia. It has not been examined whether this risk remains during high-intensity exercise. This study compared the effects of pump on (50% basal insulin at exercise onset) vs pump off (0% basal insulin at exercise onset) on glucose concentrations during intermittent high-intensity exercise in adults with T1D and on patients' own perspective of their glycemia.
Twelve adults with T1D using insulin pump therapy completed two 40-min intermittent high-intensity exercise bouts. Insulin adjustments included: 1) pump set to 50% of usual basal rate (pump on) or 2) pump suspended (pump off) during exercise, in random order. Blood glucose was recorded every 10 min during exercise and, after providing subjects with an initial reference glucose value before exercise, participants were asked to estimate their glucose during exercise.
Glucose levels were higher in pump off (8.1±1.3 mmol/L) vs pump on (7.4±2.1 mmol/L) at exercise start (p<0.05), but were similar by the end of exercise (p=0.9). During exercise, hypoglycemia incidence did not differ between conditions (1 of 12 for both). However, the percentage of time in hypoglycemia at 12 h after exercise was 5±8% vs 1±2% for pump on vs pump off, respectively (p=0.3). Participants were better able to estimate their own glucose during pump on vs pump off (r2=0.46 vs r2=0.11).
Pump on vs pump off at exercise onset showed no significant differences in blood glucose concentrations during 40 min of intermittent high-intensity exercise.
Copyright © 2019 Canadian Diabetes Association. Published by Elsevier Inc. All rights reserved.
",Double click,ObservationalStudy,2019.0,Canada,Not done
Long-term body weight trajectories and metabolic control in type 1 diabetes patients on insulin pump or multiple daily injections: A 10-year retrospective controlled study.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/31371264/),"
Overweight/obesity is a clinical concern also in patients with Type 1 diabetes (T1DM). These patients' body weight may vary depending on whether treatment consists in continuous subcutaneous insulin infusion (CSII) or multiple daily injections (MDI), as these treatments lead to different blood glucose control, insulin doses, and eating behaviors. We compared long-term body weight trajectories in persons with diabetes on CSII or MDI regimens.
Annual changes in body weight, HbA1c, and daily insulin doses over 6-10 years were retrospectively analyzed in T1DM adult patients on CSII (n = 90) or MDI (n = 90), strictly matched for sex, age, BMI, and diabetes duration. Mean follow-up was 9.1 ± 1.4 years. Body weight increased linearly (∼0.5 kg per year) throughout the observation period (p = 0.001, repeated measures ANOVA) with no significant difference between the CSII and MDI cohorts (p = 0.74), in either normal-weight or overweight/obese patients. HbA1c over follow-up was lower with CSII than with MDI (p = 0.037), maintaining the initial reduction after starting pump therapy. Insulin doses over follow-up were stably lower than baseline (∼20%) with CSII, while linearly increasing (∼20% from baseline to the end of observation) with MDI (p = 0.002). Mean annual weight changes correlated directly with total insulin dose changes (r = 0.191; p = 0.011) and baseline HbA1c level (r = 0.267; p = 0.001), and inversely with HbA1c changes (-0.173; p = 0.021) and baseline age (r = -0.254; p = 0.001).
T1DM patients on CSII or MDI showed comparable body weight gain over a 10-year follow-up, despite improved glycemic control and decreased insulin doses with CSII.
Copyright © 2019 The Italian Society of Diabetology, the Italian Society for the Study of Atherosclerosis, the Italian Society of Human Nutrition, and the Department of Clinical Medicine and Surgery, Federico II University. Published by Elsevier B.V. All rights reserved.
",Double click,ObservationalStudy,2019.0,Netherlands,Not done
Satisfaction with the Use of Different Technologies for Insulin Delivery and Glucose Monitoring Among Adults with Long-Standing Type 1 Diabetes and Problematic Hypoglycemia: 2-Year Follow-Up in the HypoCOMPaSS Randomized Clinical Trial.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/31335201/),"

Background:
 In the HypoCOMPaSS trial, adults with long-standing type 1 diabetes and problematic hypoglycemia were randomized to compare insulin pump (continuous subcutaneous insulin infusion; CSII) with multiple daily injections (MDI) and real-time continuous glucose monitoring (RT-CGM) with conventional self-monitoring of blood glucose (SMBG). Our aim was to investigate participants' satisfaction with these technologies at 6-month randomized, controlled trial (RCT) endpoint and at 2-year follow-up. 
Methods:
 Participants completed the Insulin Treatment Satisfaction Questionnaire subscales ""device delivery"" and ""hypoglycemia control""; and Glucose Monitoring Experience Questionnaire, assessing ""convenience"", ""effectiveness"", ""intrusiveness"", and ""total satisfaction."" We assessed change over time and between-group differences by insulin and monitoring modalities. 
Results:
 Participants (N = 96) were 64% women, aged 49 ± 12 years, with a diabetes duration of 29 ± 12 years. At 6 months, participants reported improvements compared with baseline (all P < 0.001) in satisfaction with insulin ""delivery device"" (r = 0.39) and ""hypoglycemia control"" (r = 0.52), and trends toward significance in perceived ""effectiveness"" (r = 0.42) and ""intrusiveness"" (r = 0.27) of monitoring device (but not ""convenience"", P = 0.139). All improvements were sustained at 2 years. At 6 months, the only difference between arms was that greater satisfaction with insulin ""delivery device"" was reported in the CSII group compared with MDI (P < 0.001, r = 0.40). No between-group differences were observed at 2 years. 
Conclusions:
 Overall, significant improvements in participant satisfaction with diabetes technologies were observed over the 6-month RCT, in all domains except ""convenience,"" and maintained at 2 years. Although HypoCOMPaSS demonstrated noninferiority of SMBG versus CGM, and MDI versus CSII in terms of biomedical outcomes, detailed assessments confirm that participants' satisfaction with delivery device was greater in those allocated to CSII than MDI.
",Double click,ObservationalStudy,2019.0,United States,Not done
Adherence to insulin pump treatment declines with increasing age in adolescents with type 1 diabetes mellitus.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/31292993/),"
This study assessed the impact of illness perceptions, emotional responses to the disease and its management, and patient characteristics on the adherence to optimal insulin pump management in adolescents with type 1 diabetes mellitus.
From May to December 2013 and May 2015 to September 2016, we investigated 90 adolescents (50% boys), 12-18 years with type 1 diabetes. We analysed the association of optimal adherence to insulin pump therapy to age, gender, diabetes duration, results of questionnaires relating to fear and problems of self-testing, illness perceptions, emotional distress and family conflicts. Optimal adherence was defined as bolusing insulin on average ≥2.5/3 main meals/d.
Adolescents with suboptimal adherence were on average 1.8 years older (95% Confidence Interval 1.09-2.50 years, P < .001) than those with optimal adherence. After adjustment for age, no other patient or parent factors were related to optimal adherence.
Adherence to insulin pump self-management in adolescents with type 1 diabetes declined with increasing age, illustrating the challenges of transition of self-management from parents to the adolescent patient themselves.
©2019 Foundation Acta Paediatrica. Published by John Wiley & Sons Ltd.
",Double click,ObservationalStudy,2019.0,International,Not done
Evaluating the impact of an insulin pump discontinuation action plan on patient or caregiver confidence and anxiety.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/31275878/),"
Insulin pump failure and adverse events are common and therefore anticipatory education is recommended. Research in other chronic diseases shows written action plans improve confidence and adherence during an acute deterioration. However, no similar data exists for patients with type one diabetes mellitus provided with anticipatory education via an insulin pump action plan. This study evaluates whether an insulin pump action plan improves patient and caregiver confidence in managing a potential pump failure without a subsequent increase in anxiety.
Adults with type one diabetes mellitus and caregivers of children with type 1 diabetes on continuous subcutaneous insulin infusions across four New Zealand diabetes services participated. Participants completed a questionnaire examining pump-related adverse events and self-reported confidence and anxiety in managing pump failure. An insulin pump action plan and focused education by their diabetes team was provided, with a follow-up questionnaire at least 3 months later.
174/270 pump patients participated initially, with a follow-up response rate of 84.5% (147/174). Despite prior provision, many could not recall having an insulin pump action plan at study commencement (101/174, 58%), and of these 92% stated they would have liked one. Patients had good levels of confidence in the reliability of their pump and infusion sets/sites (Likert scores of 4.4/5 and 3.95/5) which was not undermined by the insulin pump action plan. Confidence in managing a potential pump failure showed a small but significant increase (3.66/5 to 3.95/5, p = 0.004) present in both adults and parents, with anxiety also showing a small increase (2.16/5 to 2.38/5, p = 0.012).
Patient recall of prior insulin pump action plan education is poor, with the vast majority of patients interested in further written anticipatory education regarding potential pump failure. The provision of an insulin pump action plan increases self-reported confidence in managing unexpected pump failure with a small associated increase in anxiety.
",Double click,ObservationalStudy,2019.0,Switzerland,Not done
Insulin pump initiation and education for children and adolescents - a qualitative study of current practice in New Zealand.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/31275875/),"
Worldwide, the use of insulin pumps for the management of type 1 diabetes is increasing. There are no national or international published guidelines and few guidance recommendations detailing the education and training required to commence insulin pump therapy. The aim of this study is to describe current clinical practice regarding initiation of insulin pump therapy in children and adolescents with type 1 diabetes in New Zealand.
Pediatric diabetes nurse specialists from selected New Zealand hospitals (n = 16) were identified and invited to participate in this qualitative study. For those consenting, structured interviews were conducted. The questions covered basic hospital demographics and various aspects of insulin pump initiation including pump start planning, education, and aspects of follow-up and after-care.
The response rate was 100% (16 out of 16 hospitals). Diabetes clinics interviewed varied in size from 50 to 450 pediatric patients and frequency of insulin pump use from 11% - 46%. Clinical practice differed between clinics. Important differences related to: use of continuous glucose monitoring (12/16); and differing views on immediate vs. delayed use of pump advanced features. Location of pump starts also varied, with both in-patient (2/16) and out-patient (14/16) approaches seen. The motivations and beliefs relating to these various pump start approaches also varied.
Differences seen between hospitals reflected team preference, and possibly a lack of consensus/guidance from the medical literature. Lessons may be learnt and further rationalisation and improvement in education remains possible by combining and adopting strengths from different hospitals.
",Double click,ObservationalStudy,2019.0,Switzerland,Not done
Coping strategies in people with type 1 diabetes on insulin pump treatment.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/31240899/),"
In stressed people with diabetes (PWD) glycemia varies idiosyncratically. Coping is a relatively stable personality trait that assesses how individual deals with stress. Insulin pumps are considered the best insulin delivery system but require more attention from PWD, virtually increasing stress levels. Aim of our study was to evaluate the coping strategies adopted by a pool of participants with type 1 diabetes mellitus (T1DM) on continuous subcutaneous insulin infusion (CSII) therapy.
We collected data from 158 people with T1DM on CSII. COPE-NVI Test was administered and we also collected: hemoglobin A1c (HbA1c), 30 days of self-monitoring of blood glucose (SMBG) and continuous glucose monitoring (CGM) records (the most recent). From SMBG and CGM records we computed Kovatchev indexes. We investigated bivariate correlations between HbA1c, indexes and the results of the COPE-NVI Test; the analysis was performed on the total sample and on two sub-groups: men and women. The participants were then divided into clusters and non-parametric tests were performed.
Regarding bivariate correlation, at a level of significance of 95%, several statistically significant correlations were found in the total sample and in both men and women sub-groups. Regarding non-parametric tests, we observed statistically significant results in clusters of the total sample and clusters of the sub-group formed by men, divided according to Low Blood Glucose Index (LBGI) risk, showing a different use of certain coping strategies.
Assessing coping strategies preferably used by PWD is useful to select PWD in need of counseling and empowerment-oriented training in order to improve glycemic outcomes and decrease severe hypo/hyperglycemic events.
",Double click,ObservationalStudy,2019.0,Italy,Not done
Continuous Subcutaneous Insulin Infusion in Adult Type 1 Diabetes Mellitus Patients: Results from a Public Health System.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/31199682/),"

Aims:
 To analyze prevalence and clinical effect of continuous subcutaneous insulin infusion (CSII) in adult type 1 diabetes mellitus (T1DM) patients in a public health system real-world scenario. 
Materials and Methods:
 All adult T1DM patients on CSII being followed at Castilla-La Mancha Health Public Service were included. Primary efficacy outcome was the change in HbA1c during the follow-up. Secondary efficacy outcomes included evaluation of the following variables: insulin pump indications, diabetes complication rates, insulin and pump use, continuous glucose monitoring use, patients achieving an HbA1c decrease ≥6 mmol/mol (0.5%) with or without severe hypoglycemia, and discontinuations. Direct patient data were typed through the web-based Spanish national registry on CSII therapy by nine diabetologists from eight different health care areas. 
Results:
 A total of 7% of T1DM adult patients were treated with insulin pumps in our region, with a regional prevalence of 18.7 CSII patients/100,000 inhabitants. Three hundred thirteen patients were analyzed with a mean age of 34.1 ± 11.0 years and T1DM duration of 16.6 ± 9.7 years. Mean duration of CSII therapy was 6.2 ± 4.0 years. Data completion was 91.2%. Main indications for treatment were high glucose variability (36%) and suboptimal glycemic control (32%). Mean duration of CSII therapy was 6.2 ± 4.0 years. Sensor-augment pump therapy was used by 26% of the patients. Glycated hemoglobin decreased to -5 mmol/mol (95% CI -6 to -3 mmol/mol; P < 0.001) during the follow-up (Mean difference in change -0.4%, 95% CI -0.5 to -0.2; P < 0.001). Percentage of patients with severe hypoglycemia decreased from 32% to 13% (P < 0.001). Frequent nonsevere hypoglycemia, severe hypoglycemia, and diabetic ketoacidosis were less frequent among patients using higher number of daily basal rates at the study end. The rate of CSII interruption was 3.8%. 
Conclusions:
 Prevalence of CSII therapy in our region remains under 10% of adult T1DM patients, although CSII treatment was associated with a sustained improvement in glycemic control.
",Double click,ObservationalStudy,2019.0,United States,Not done
New Design of a Percutaneous Port System for Continuous Intraperitoneal Insulin Infusion.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/31195815/),"
Insulin-dependent diabetes mellitus is treated with intensive insulin therapy using multiple daily injections or continuous subcutaneous insulin infusion with insulin pumps. For people with diabetes who cannot achieve acceptable glycemic control despite the use of intensive insulin therapy and continuous glucose measurement, there exists the possibility of continuous intraperitoneal insulin delivery via an implantable pump or a percutaneous port system that is connected to an external insulin pump. In this article, the current second generation of the Accu-ChekÂ® DiaPort system for continuous intraperitoneal insulin delivery with its improvements over the former generation is presented and discussed.
",Double click,ObservationalStudy,2019.0,United States,Not done
Using insulin pump with a remote-control system in young patients with diabetes improves glycemic control and enhances patient satisfaction.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/31183161/),"
Insulin delivery triggered by a remote control is an advanced feature offered by newer insulin pump systems. These remote-integrated pump systems might further improve glycemic control and patient satisfaction. This study aims at assessing the effects of advanced insulin pump system on patients with type 1 diabetes mellitus (T1DM).
The prospective, observational study in two centers addressed patients on multiple daily injection (MDI) switching to an integrated pump system (primary: adolescents and young adults, secondary: school-children). Treatment and patient satisfaction parameters were recorded at baseline and at two visits at 12 and 24 weeks.
Thirty-eight patients were analyzed; primary n = 24 (mean-age 16) and secondary n = 14 (mean-age 9). From baseline to visit2, the mean decrease of HbA1c was 1.09% (p = 0.00009) and 0.79% (p = 0.09) for the primary and secondary group, respectively. Patient satisfaction rate was favorable. Exploratory analyses revealed patients favoring the use of the remote control achieved best reductions in HbA1c (p = 0.0174). Safety was encouraging with no adverse events in the period from visit1 to visit2.
Switching young T1DM patients from MDI to a remote control-integrated pump system achieved a reductions in HbA1c and insulin dose. Positive attitude towards remote operating enhanced these effects. Patient satisfaction has markedly improved.
",Double click,ObservationalStudy,2019.0,England,Not done
Long-Term Effectiveness of Continuous Subcutaneous Insulin Infusion in the Prevention of Hypoglycemia in Adults with Type 1 Diabetes.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/31180239/),"

Background:
 Reducing hyperglycemia while avoiding hypoglycemia is the key clinical goal in managing people with type 1 diabetes. Insulin delivery techniques and regimens are constantly evolving to achieve these goals. At present, use of multiple daily injections (MDI) is the standard of care, but there is increasing interest in continuous subcutaneous insulin infusion (CSII). There is a deficit of studies comparing long-term glycemic control and hypoglycemia outcomes between these therapeutic options. 
Methods:
 This was a single-center, retrospective cohort study of adults with type 1 diabetes. Data were derived from electronic medical records and included demographic and clinical factors. Participants had all undergone intensive diabetes education, followed by CSII or continued MDI. The primary outcome was difference in hypoglycemia, defined as the percentage of self-monitoring blood glucose levels less than 3.9 mmol/L. Up to 10 years of follow-up data were available, between 2000 and 2016. 
Results:
 There were 69 participants using CSII and 78 using MDI. Self-monitoring blood glucose data showed significantly less hypoglycemia with CSII by over 30%, occurring as early as the first year and sustained throughout the follow-up period (P < 0.001). This benefit of CSII on reducing hypoglycemia was independent of more frequent hypoglycemia and higher body weight at baseline, factors that were also independently associated with reduced hypoglycemia. 
Conclusions:
 In selected adults with type 1 diabetes, long-term CSII can provide long-term clinically relevant and sustained reductions in hypoglycemia, particularly in those with greater initial risk of hypoglycemia and higher body weight, and improved glycemic control compared with MDI.
",Double click,MetaAnalysis,2019.0,United States,Done
Early Initiation of Diabetes Devices Relates to Improved Glycemic Control in Children with Recent-Onset Type 1 Diabetes Mellitus.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/31166808/),"

Objective:
 To test whether the addition of an insulin pump or continuous glucose monitor (CGM) related to reduced glycated hemoglobin A1c (HbA1c) in large cohort of children, 5-9 years old, and within 1 year of their type 1 diabetes (T1D) diagnosis. 
Research Design and Methods:
 The study uses data from families of children with recent-onset T1D and who were between 5 and 9 years old. Study analyses used children's HbA1c values at baseline and at the 6-month follow-up. Parents reported on family demographics and children's T1D device use in their daily management (e.g., insulin pump or CGM). Children's mean T1D duration was 4.70 ± 3.28 months at baseline, so the 6-month assessment point was ∼12 months postdiagnosis. 
Results:
 One hundred-eleven families participated. At baseline, child mean age was 7.51 ± 1.37 years, and mean child HbA1c was 7.65% ± 1.40%. In addition, 17% of children used an insulin pump, and 17.1% of children used CGM. Six months later, 35.1% of children had started an insulin pump and 25.2% had started CGM. Repeated measures analyses of variance results showed a smaller overall HbA1c between baseline and 6 months for children using an insulin pump versus children not on a pump. For CGM, results showed that children starting a CGM during this window had a significantly lower HbA1c level than children who had not started on CGM. 
Conclusions:
 The study results suggest that early initiation of either an insulin pump or CGM in children newly diagnosed with T1D may help to improve child HbA1c levels within the first 12 months of diabetes.
",Double click,ObservationalStudy,2019.0,United States,Not done
